Dept,Course,Last Name,Term,Year,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Course Workload,I would recommend this course,I attended class,Inspired to learn subject matter,Number Invited,Number of Survey Responses,Course Code
FGI,Machiavellis The Prince ITA370H5FLEC9101,Grimaldi,Fall,2020,49,48,49,49,49,47,31,49,,48,24,14,ITA370H5
ISUP,utmONE Schl Hmns Intera Impcts UTM197H5SLEC9101,Havelka,Winter,2021,49,49,49,47,48,48,29,48,,48,25,9,UTM197H5
UMPOL,Topics in Political Thought POL485H5SLEC9101,Nacol,Winter,2021,49,49,5,49,49,47,31,47,,47,20,13,POL485H5
UMPOL,Topics in Comparative Politics POL391H5SLEC9101,Bullock,Winter,2021,49,49,49,46,43,46,31,49,,49,23,8,POL391H5
UMBIO,Topics  Ecology and Evolution BIO406H5SLEC9101,Gwynne,Winter,2021,49,44,47,4,41,44,33,43,,46,20,7,BIO406H5
UMSOC,Law  Emotions  and Justice SOC424H5SLEC9101,Richer,Winter,2021,49,49,49,46,48,48,31,48,,46,45,16,SOC424H5
UMBIO,Marine Ecology BIO376H5SLEC9101,McMeans,Winter,2021,49,5,5,49,5,49,27,5,,49,48,18,BIO376H5
FGI,Mus Dnc Hispanic Culture SPA235H5SLEC9101,Bijos,Winter,2021,49,5,49,5,48,47,32,47,,44,18,9,SPA235H5
MCS,Continuum Robotics CSC476H5SLEC9101,BurgnerKahrs,Winter,2021,49,49,49,49,49,46,31,45,,44,9,8,CSC476H5
HISCL,Gender  Justice and the Law WGS365H5SLEC9101,Bain,Winter,2021,49,5,5,49,48,49,29,49,,49,42,10,WGS365H5
HISCL,Intro to Digital Humanities HIS210H5SLEC9101,Ross,Winter,2021,49,5,5,5,5,49,29,46,,44,18,7,HIS210H5
UMBIO,Animal Behaviour Lecture BIO328H5YLEC9101,Murray,Winter,2021,49,5,5,47,47,5,27,5,,43,48,7,BIO328H5
FGI,Biling Mult Lan Acquisition LIN388H5SLEC9101,Steele,Winter,2021,49,49,47,44,42,42,33,44,,46,36,9,LIN388H5
UMPOL,Topics in Can Politics POL490H5FLEC9101,Greenaway,Summer,2021,49,49,49,49,49,48,31,49,,44,17,14,POL490H5
ANTRL,Intro to Forensic Psychology FSC220H5FLEC9101,Larsen,Summer,2021,49,5,48,44,43,48,37,47,,46,19,10,FSC220H5
UMPOL,Topics in Can Politics POL490H5FLEC9101,Greenaway,Fall,2021,49,48,5,48,48,47,32,47,,4,20,9,POL490H5
UMMGT,Psychology at Work MGT262H5FLEC9102,Chiuzi,Fall,2021,49,49,49,49,49,49,3,49,,47,54,14,MGT262H5
UMSOC,Gender and Crime SOC219H5FLEC9101,Smith,Fall,2021,49,5,49,47,45,48,34,44,,46,83,13,SOC219H5
UMMGT,Financial Market Trading MGT435H5FPRA9101,Park,Fall,2021,49,49,49,48,49,46,36,48,,46,37,9,MGT435H5
CHMPS,Analy Phy Chm Instr Lab I CHM396H5FPRA0102,Ogata,Fall,2021,49,47,49,47,46,44,44,37,,44,8,7,CHM396H5
ISUP,utmONE Schlars Inters SCI HUM UTM192H5SLEC0101,DeBraga,Winter,2022,49,47,5,47,47,47,33,47,,49,23,7,UTM192H5
ISUP,utmONE Schlars Inters SCI HUM UTM192H5SLEC0101,Eaton,Winter,2022,49,47,5,47,47,47,33,47,,49,23,7,UTM192H5
UMBIO,Plant Development BIO353H5SLEC0101,Chatfield,Winter,2022,49,49,5,5,5,46,36,46,,44,25,7,BIO353H5
UMBIO,Molecular Basis of Disease BIO476H5SLEC0101,Walters,Winter,2022,49,47,49,47,49,48,29,49,,46,23,15,BIO476H5
ANTRL,Mntal Illness Crim Justc Systm FSC361H5SLEC0101,Fraser,Winter,2022,49,49,48,43,46,47,23,48,,46,46,18,FSC361H5
ANTRL,Mntal Illness Crim Justc Systm FSC361H5SLEC0101,McLean,Winter,2022,49,49,47,43,46,47,23,48,,46,46,18,FSC361H5
UMPHL,Issues in Phil of Sci PHL355H5SLEC0101,Koo,Winter,2022,49,47,47,49,49,46,34,4,,34,45,8,PHL355H5
FGI,Crtship  Lust Erly Mdrn Italy ITA219H5SLEC0101,Grimaldi,Winter,2022,49,5,5,5,45,49,29,48,,49,24,9,ITA219H5
ENGDR,Contemporary American Fiction ENG365H5SLEC0101,Direkoglu,Winter,2022,49,49,49,48,48,49,3,48,,42,39,18,ENG365H5
ENGDR,Chaucer ENG300Y5YLEC9101,Scoville,Winter,2022,49,5,49,49,49,47,28,47,,43,29,12,ENG300Y5
HISCL,Intro Hist Extraction  Envir HIS255H5SLEC9101,Bos,Winter,2022,49,49,47,47,5,47,3,47,,43,37,10,HIS255H5
CHMPS,Astronomical Revolutions AST215H5SLEC9101,Richter,Winter,2022,49,49,49,49,49,46,29,46,,45,17,8,AST215H5
UMPOL,Topics in Comparative Politics POL438H5FLEC0101,Garcia Magos,Fall,2022,49,49,5,5,5,49,29,49,,47,13,7,POL438H5
ICC,User Exp Dsgn UXD Board Games CCT419H5FLEC0101,Szigeti,Fall,2022,49,47,49,49,47,47,34,49,,45,48,14,CCT419H5
FGI,Society thru the French Novel FRE364H5FLEC0101,Michelucci,Fall,2022,49,49,5,5,5,5,3,49,,43,13,7,FRE364H5
ENGDR,Race Eth Diasporas Indigeneity ENG426H5FLEC0101,Boyd,Fall,2022,49,49,5,49,5,48,31,49,,48,12,8,ENG426H5
ENGDR,Senior Seminar I DRE420H5FLEC0101,Vashisht,Fall,2022,49,5,5,49,5,49,34,49,,49,17,9,DRE420H5
UMSOC,Law Emotions and Justice SOC424H5FLEC0101,Richer,Fall,2022,49,48,5,5,49,46,35,46,,48,48,8,SOC424H5
HISCL,Alexander the Great CLA362H5FLEC0101,Chrubasik,Fall,2022,49,49,47,46,49,46,27,46,,44,19,7,CLA362H5
CHMPS,Astrophys I Planets Sun Stars AST221H5FLEC0101,Hirsch,Fall,2022,49,5,5,49,5,5,31,49,,5,11,8,AST221H5
ANTRL,Forensic Psychopharmacology FSC370H5FLEC0101,Woodall,Fall,2022,49,48,5,47,44,47,28,48,,49,57,10,FSC370H5
FGI,Functional FrenchNovice FSL105H5FLEC0301,Farsandaj,Fall,2022,49,5,48,49,49,47,34,47,,45,21,13,FSL105H5
FGI,Indigenous Education EDS250H5FLEC0101,Webber,Fall,2022,49,49,49,49,49,48,31,49,,48,45,14,EDS250H5
ICC,Technological Entrepreneur MGD421H5SLEC0101,Smit,Winter,2023,49,48,48,46,47,46,29,47,,45,60,13,MGD421H5
UMPOL,Topics in Political Science POL403H5SLEC0102,StAmant,Winter,2023,49,49,49,49,48,49,32,49,,48,17,10,POL403H5
ENGDR,Spe Topic in Creative Writing ENG377H5SLEC0101,Thompson,Winter,2023,49,48,5,49,49,49,28,48,,47,25,12,ENG377H5
UMGGR,Cloudbased Image Analysis GGR437H5SLEC0101,He,Winter,2023,49,49,44,43,46,46,26,46,,44,40,7,GGR437H5
UMBIO,Data Science in Biology BIO427H5SLEC0101,Nguyen Ba,Winter,2023,49,46,49,43,48,42,28,42,,49,21,9,BIO427H5
FGI,Functional FRE  Adv Beginner FSL106H5SLEC0201,Farsandaj,Winter,2023,49,49,48,48,48,48,32,47,,49,28,13,FSL106H5
UMPOL,Global Env  Sustain Politics POL475H5SLEC0101,Chavara,Winter,2023,49,49,5,48,49,47,31,48,,45,14,11,POL475H5
UMPOL,International law POL340Y5YLEC0101,Dancy,Winter,2023,49,49,48,48,49,47,34,47,,46,70,11,POL340Y5
UMECO,Applied Econometrics I ECO375H5SLEC0101,Gu,Winter,2023,49,46,49,46,45,43,36,43,,44,58,8,ECO375H5
FGI,Begin Interm Ital ITA200Y5YLEC0101,Selepiuc,Winter,2023,49,46,5,47,47,44,29,47,,49,18,7,ITA200Y5
UMECO,Adv Topics in Financial Econ ECO440H5SLEC0101,Aivazian,Winter,2023,49,49,46,46,41,44,3,46,,46,9,7,ECO440H5
UMBIO,Animal Behaviour BIO318Y5YLEC0101,Murray,Winter,2023,49,49,47,43,45,47,33,48,,43,48,15,BIO318Y5
UMPOL,Topics in Political Science POL403H5SLEC0101,Sinanoglu,Summer,2023,49,47,49,45,45,43,34,47,,45,18,15,POL403H5
UMBIO,Biology Field Research BIO332H5SLEC0101,Kotanen,Summer,2023,49,47,5,5,49,47,33,48,,49,10,7,BIO332H5
FGI,Black Education EDS291H5SLEC0101,Webber,Summer,2023,49,49,5,47,49,49,31,49,,48,40,18,EDS291H5
ANTRL,Physical Evidence Microscopy FSC210H5FLEC0101,GapinskaSerwin,Summer,2023,49,47,5,46,46,48,34,46,,48,17,10,FSC210H5
ANTRL,Physical Evidence Microscopy FSC210H5FLEC0101,Luk,Summer,2023,49,47,5,46,46,48,34,46,,48,17,10,FSC210H5
UMSOC,Prsns Punishment Surv Acr Glbe SOC403H5FLEC0101,Flores,Summer,2023,49,5,5,47,49,49,29,48,,45,14,10,SOC403H5
ENGDR,Drama of the Global South ENG317H5FLEC0101,Vashisht,Summer,2023,49,5,5,49,5,5,3,49,,49,30,8,ENG317H5
ENGDR,Playwriting DRE362H5FLEC0101,Roy,Fall,2023,49,5,48,48,48,48,31,49,,48,21,16,DRE362H5
UMPSY,PracticumExcept Human Learn PSY442Y5YLEC0101,Dimakos,Fall,2023,49,5,5,46,49,49,41,48,,5,20,11,PSY442Y5
UMSOC,Quantitative Analysis SOC350H5FLEC0101,Smith,Fall,2023,49,49,49,47,47,46,36,41,,44,18,14,SOC350H5
FGI,Reading Confucianism CHI408H5FLEC0101,Chen,Fall,2023,49,49,49,49,5,48,24,44,,44,25,8,CHI408H5
FGI,Semantics LIN237H5FLEC0101,Taniguchi,Fall,2023,49,5,5,5,49,49,27,48,,46,17,10,LIN237H5
ENGDR,Senior Seminar I DRE420H5FLEC0101,GallagherRoss,Fall,2023,49,48,5,46,47,49,27,49,,47,23,14,DRE420H5
FGI,Socioling 2nd Lang Tch/Lrn LTL456H5FLEC0101,Rehner,Fall,2023,49,49,5,49,47,5,27,47,,43,8,7,LTL456H5
HISCL,How to Study Religion RLG312H5FLEC0101,Smith,Fall,2023,49,49,49,49,48,5,29,49,,49,38,10,RLG312H5
HISCL,Gender  Islam WGS301H5FLEC0101,Khan,Fall,2023,49,49,5,47,48,49,32,5,,48,21,10,WGS301H5
UMSOC,Adv Topics Crim Law Society SOC446H5FLEC0101,Richer,Fall,2023,49,46,48,42,41,42,36,36,,35,45,13,SOC446H5
HISCL,Adv Topics Hist of Americas HIS494H5FLEC0101,Coleman,Fall,2023,49,5,49,5,49,49,31,49,,47,11,7,HIS494H5
MCS,Algebra II MAT247H5FLEC0101,Thind,Fall,2023,49,49,49,48,49,47,37,44,,44,28,18,MAT247H5
ANTRL,Anthro of Infectious Disease ANT341H5FLEC0101,Mant,Fall,2023,49,49,5,49,49,48,29,49,,47,48,16,ANT341H5
MCS,Complex Analysis MAT354H5FLEC0101,Binder,Fall,2023,49,49,44,46,47,4,42,42,,42,9,9,MAT354H5
UMGGR,Restoration Ecology II ENV496H5SLEC0101,Havelka,Winter,2024,49,46,48,48,48,46,3,48,,48,31,8,ENV496H5
ICC,Social Media  Content Crtion WRI227H5SLEC0102,Alexander,Winter,2024,49,5,5,47,44,47,31,5,,44,23,9,WRI227H5
UMGGR,Pract in Envirmtl Projct Mngmt ENV332H5SLEC0101,Sioui,Winter,2024,49,48,49,48,49,48,36,44,,44,43,8,ENV332H5
CHMPS,Modern Drug Synthesis CHM442H5SLEC0101,Revers,Winter,2024,49,49,5,47,46,48,32,47,,48,13,9,CHM442H5
MCS,Ideas of Mathematics MAT392H5SLEC0101,Hossain,Winter,2024,49,49,5,49,49,45,33,49,,46,24,8,MAT392H5
HISCL,Diasporic Sexualities WGS430H5SLEC0101,Lopez,Winter,2024,49,49,46,46,46,4,34,46,,46,19,7,WGS430H5
MCS,Analysis II MAT159H5SLEC0101,Wang,Winter,2024,49,47,43,45,44,43,43,41,,47,26,12,MAT159H5
MCS,Analysis III MAT257Y5YLEC0101,Hossain,Winter,2024,49,5,49,49,47,46,47,4,,46,14,7,MAT257Y5
ANTRL,Environment Culture and Film ANT370H5SLEC0101,Fyles,Summer,2024,49,49,49,48,48,49,27,48,,46,72,10,ANT370H5
FGI,Contrastive Linguistics LIN310H5FLEC0201,Patience,Summer,2022,482,482,494,488,494,482,294,488,,488,19,17,LIN310H5
UMSOC,Gendered Identities SOC359H5FLEC0101,Scheibling,Summer,2022,48,48,5,49,49,46,31,46,,47,24,10,SOC359H5
UMSOC,Vigilantism on Mrgns of State SOC406H5FLEC0101,Super,Fall,2022,48,46,46,42,46,42,38,44,,44,15,5,SOC406H5
ICC,Web Culture  Design CCT260H5FPRA0101,Lotfabadi,Fall,2022,48,44,44,42,46,38,34,44,,48,34,5,CCT260H5
UMPOL,Topics in Political Science POL402H5FLEC0101,Wootten,Summer,2022,48,5,5,5,5,5,3,5,,5,16,5,POL402H5
ENGDR,Acting DRE201H5SLEC0101,Smith,Summer,2022,48,5,5,5,5,48,24,5,,44,32,5,DRE201H5
UMBIO,Behaviour Genetics BIO407H5SLEC0101,Krupp,Winter,2022,48,48,48,5,46,46,32,5,,48,22,6,BIO407H5
ENGDR,African American Literature ENG367H5SLEC0101,Thomas,Winter,2022,48,48,49,46,46,45,33,46,,46,26,10,ENG367H5
MCS,Analysis I MAT157Y5YLEC9101,Holden,Winter,2022,48,48,46,44,45,45,34,45,,44,40,20,MAT157Y5
UMPHL,1718 Cen Philosophy PHL210Y5YLEC0101,Pikkert,Winter,2022,48,46,48,45,46,41,3,4,,39,37,8,PHL210Y5
UMPSY,Psy of the Self PSY325H5SLEC0101,Walker,Summer,2022,48,46,48,44,46,44,32,44,,42,29,5,PSY325H5
ENGDR,Sp Topic in World Lit ENG371H5SLEC0101,Vashisht,Summer,2022,48,49,49,44,44,46,31,46,,41,13,10,ENG371H5
FGI,Influence of Confucianism CHI409H5SLEC9101,Chen,Winter,2022,48,48,48,48,48,46,26,44,,4,33,5,CHI409H5
ANTRL,Hum Orig II The genus Homo ANT333H5SLEC0101,Nargolwalla,Winter,2022,48,49,5,49,48,49,29,49,,49,15,13,ANT333H5
ICC,Business Research Mthods DEM CCT203H5SLEC9101,Guadagnolo,Winter,2022,48,46,5,44,39,46,3,46,,41,30,7,CCT203H5
UMPSY,Cognitive Psy Lab PSY379H5S PRA9101,Fukuda,Winter,2022,48,48,5,5,5,48,3,47,,48,18,6,PSY379H5
ICC,Documentary Practices CCT454H5S PRA9101,Topouzova,Winter,2022,48,47,49,48,49,47,32,45,,47,22,17,CCT454H5
ANTRL,Disabled Cyborgs Racist Robots ANT355H5SLEC0101,Wool,Winter,2022,48,5,49,43,46,44,28,46,,44,14,9,ANT355H5
IMI,Innovation  Entrepreneurship IMI400H5FLEC0101,Chipperton,Fall,2022,48,46,44,42,44,4,28,44,,44,16,5,IMI400H5
ANTRL,Forensic Toxicology FSC402H5FLEC0101,Woodall,Fall,2022,48,49,49,45,44,46,32,47,,46,39,19,FSC402H5
UMBIO,Digi Forens Facial Reconstruct HSC405H5FLEC0101,Dryer,Fall,2022,48,48,48,47,47,45,32,48,,47,34,6,HSC405H5
ANTRL,Anthro of Infectious Disease ANT341H5FLEC0101,Mant,Fall,2022,48,5,49,44,47,47,3,49,,46,59,23,ANT341H5
ANTRL,Archaeol Approaches to Tech ANT320H5FLEC0101,Miller,Fall,2022,48,48,5,46,48,46,26,48,,42,11,5,ANT320H5
UMSOC,Borders and Human Rights SOC353H5FLEC0101,Korteweg,Fall,2022,48,48,46,43,44,45,3,45,,44,34,8,SOC353H5
MCS,Algebra II MAT247H5FLEC0101,Thind,Fall,2022,48,49,45,45,44,45,33,44,,39,23,8,MAT247H5
UMSOC,Adv Topics Crim Law Society SOC447H5FLEC0101,Haag,Fall,2022,48,5,5,49,49,47,33,46,,44,46,14,SOC447H5
FGI,Advanced Arabic Reading I ARA410H5FLEC0101,Elamroussy,Fall,2022,48,5,48,44,48,46,2,5,,5,12,5,ARA410H5
HISCL,Medieval Christianity RLG349H5FLEC0101,Schut,Fall,2022,48,49,49,48,46,48,29,45,,45,30,8,RLG349H5
FGI,Modern Chinese Lit Studies CHI410H5FLEC0101,Li,Fall,2022,48,48,49,48,48,49,3,49,,46,30,8,CHI410H5
UMECO,Money Banking  Fin Mark ECO349H5FLEC0201,Gagnon,Fall,2022,48,48,48,46,47,46,28,46,,46,40,9,ECO349H5
ANTRL,Intro to Forensic Psychology FSC220H5FLEC0101,Larsen,Fall,2022,48,49,48,47,48,47,33,47,,48,118,38,FSC220H5
HISCL,Intro to Greek History CLA230H5FLEC0101,Chrubasik,Fall,2022,48,47,48,45,42,4,32,39,,4,53,10,CLA230H5
UMSOC,Intro to Indigenous Studies SOC228H5FLEC0101,Gray,Fall,2022,48,5,48,48,49,46,37,47,,48,40,9,SOC228H5
UMMGT,Intro to Market Mgmt MGT353H5FLEC0101,Parhar,Fall,2022,48,48,5,48,48,48,3,48,,46,59,12,MGT353H5
FGI,Semantics LIN237H5FLEC0101,Taniguchi,Fall,2022,48,38,42,42,4,4,26,38,,4,38,5,LIN237H5
UMGGR,Political Geography GGR318H5FLEC0101,Omar,Fall,2022,48,48,49,49,49,49,27,46,,44,57,14,GGR318H5
UMMGT,Prin of Marketing MGT252H5FLEC0102,Goetz,Fall,2022,48,49,49,48,49,46,3,48,,48,60,13,MGT252H5
ANTRL,TOXIC Anthropolgy of toxicity ANT455H5FLEC0101,Wool,Fall,2022,48,48,48,5,5,47,28,48,,45,12,6,ANT455H5
UMVIS,Topics in Cinema Studies CIN401H5FLEC0101,Lai,Fall,2022,48,48,48,48,48,46,32,44,,46,20,5,CIN401H5
HISCL,Theories of Sexuality WGS372H5FLEC0101,Shroff,Fall,2022,48,48,48,46,46,48,26,5,,48,34,12,WGS372H5
UMMGT,Intro to Market Mgmt MGT353H5SLEC9102,Parhar,Winter,2022,48,49,48,49,49,45,33,45,,43,49,8,MGT353H5
CHMPS,Quantum Mechanics II App JCP421H5SLEC9101,Nino,Winter,2022,48,48,5,44,42,4,44,38,,48,11,5,JCP421H5
UMBIO,Selected Topics in Biology I BIO483H5SLEC9101,Resulaj,Winter,2022,48,44,44,48,42,4,32,4,,42,21,5,BIO483H5
UMPHL,Seminar Moral  Political Phl PHL475H5SLEC0101,Tenenbaum,Winter,2022,48,46,5,5,46,44,32,42,,34,11,5,PHL475H5
UMSOC,Surveillance in Digital World SOC405H5SLEC0101,Maurutto,Winter,2022,48,5,5,5,5,48,3,48,,46,47,5,SOC405H5
UMSOC,Sr Seminar Indigenous Studies SOC415H5SLEC0101,Gray,Winter,2022,48,5,5,46,46,5,32,48,,5,12,5,SOC415H5
CHMPS,Stellar Syst Galaxies Universe AST222H5SLEC0101,Hirsch,Winter,2022,48,47,5,48,48,48,3,43,,47,7,6,AST222H5
MCS,The Practice of Statistics II STA221H5SLEC9101,Aslemand,Winter,2022,48,45,5,48,48,48,3,45,,43,27,5,STA221H5
FGI,Way We Are Italian Lang Today ITA451H5SLEC0101,Casini,Winter,2022,48,48,5,48,48,46,3,5,,5,7,5,ITA451H5
ENGDR,World Drama ENG343H5SLEC0101,Vashisht,Winter,2022,48,49,49,47,48,46,34,46,,45,33,13,ENG343H5
CHMPS,Analy Phy Chm Instr Lab I CHM396H5FPRA0101,Ogata,Fall,2021,48,48,5,48,48,48,38,42,,46,6,5,CHM396H5
UMSOC,Borders and Human Rights SOC353H5FLEC9101,Korteweg,Fall,2021,48,48,5,46,5,48,3,46,,44,25,5,SOC353H5
ENGDR,British Romanticism 17701800 ENG385H5FLEC0101,White,Fall,2021,48,49,5,49,47,48,32,48,,46,10,9,ENG385H5
FGI,Functional FrenchNovice FSL105H5FLEC9101,Phillips,Fall,2021,48,46,5,48,5,46,24,46,,5,19,5,FSL105H5
ANTRL,Forensic Psychopharmacology FSC370H5FLEC0101,Woodall,Fall,2021,48,49,5,47,47,49,27,49,,44,50,20,FSC370H5
ANTRL,Forensic Psychopharmacology FSC370H5FLEC9101,Woodall,Fall,2021,48,48,5,47,46,48,27,48,,44,21,9,FSC370H5
ANTRL,Global  Changing Work World ANT350H5FLEC9101,Linton,Fall,2021,48,5,5,47,48,48,25,48,,5,21,6,ANT350H5
UMBIO,Health and Science Com Design HSC401H5FLEC9101,Ng,Fall,2021,48,48,49,49,49,48,34,48,,46,46,13,HSC401H5
ANTRL,Human Osteology ANT334H5FLEC0101,Rogers,Fall,2021,48,49,48,47,46,46,41,43,,46,60,23,ANT334H5
ICC,Creative NonFiction WRI173H5FLEC9103,Cichosz,Fall,2021,48,49,5,49,5,49,29,49,,47,13,9,WRI173H5
CHMPS,Quantum Mechanics I Foundation JCP321H5FLEC6101,McMillen,Fall,2021,48,47,48,47,44,47,31,42,,44,36,10,JCP321H5
UMPHL,Prac Reason  Human Action PHL341H5FLEC9101,Clark,Fall,2021,48,49,49,46,46,44,32,43,,41,47,9,PHL341H5
ICC,Narrative Inquiry WRI292H5FLEC9101,Topouzova,Fall,2021,48,48,48,49,46,46,31,47,,48,11,9,WRI292H5
HISCL,Orientalism and Occidentalism HIS385H5FLEC9101,Hanssen,Fall,2021,48,46,47,43,43,44,38,47,,48,28,10,HIS385H5
ICC,Specialized Prose WRI273H5FLEC9101,Price,Fall,2021,48,48,45,45,45,43,4,43,,48,18,5,WRI273H5
ANTRL,Sp Prob in Socioc  Lin Anthro ANT431H5FLEC9101,Alihosseini,Fall,2021,48,49,49,47,48,47,35,47,,46,20,11,ANT431H5
UMPSY,Sp Topic Develop Psy PSY410H5FLEC9101,Ronfard,Fall,2021,48,45,46,49,5,45,43,4,,43,18,8,PSY410H5
HISCL,Intro to Greek History CLA230H5FLEC0101,Chrubasik,Fall,2021,48,43,48,47,43,45,35,43,,43,20,6,CLA230H5
ANTRL,Intro to Forensic Psychology FSC220H5FLEC9101,Larsen,Fall,2021,48,48,49,48,48,49,31,47,,48,115,33,FSC220H5
UMSOC,Law Emotions and Justice SOC424H5FLEC0101,Richer,Fall,2021,48,48,48,49,46,49,33,49,,5,40,9,SOC424H5
ICC,Media Economics I DEM CCT219H5FLEC9101,Caraway,Fall,2021,48,48,49,48,49,49,27,47,,45,71,24,CCT219H5
UMSOC,Policing SOC326H5FLEC9101,Haag,Summer,2021,48,48,5,46,47,46,31,48,,45,41,19,SOC326H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC9101,Seeley,Summer,2021,48,45,48,47,47,47,28,45,,37,11,6,ISP100H5
HISCL,Topics in Islam RLG350H5FLEC9101,Mansouri,Fall,2021,48,48,49,48,47,47,29,48,,48,38,25,RLG350H5
HISCL,Trade in Ancient Mediterranean CLA365H5FLEC9101,Atkins,Fall,2021,48,49,5,5,5,49,31,46,,45,16,8,CLA365H5
ICC,Creative NonFiction WRI173H5FLEC9101,Maddalena,Summer,2021,48,46,5,44,49,5,28,5,,48,10,8,WRI173H5
UMBIO,Animal Behaviour BIO318Y5YLEC9101,Murray,Winter,2021,48,48,48,5,47,47,32,5,,47,23,6,BIO318Y5
UMECO,Applied Econometrics II ECO475H5SLEC9101,Souza Rodrigues,Winter,2021,48,48,5,48,47,47,38,47,,45,15,6,ECO475H5
UMBIO,Behaviour Genetics BIO407H5SLEC9101,Levine,Winter,2021,48,48,48,5,5,48,27,5,,47,21,6,BIO407H5
UMGGR,Advanced Urban Planning GGR461H5SLEC9101,Walks,Winter,2021,48,48,5,48,46,5,3,48,,46,19,5,GGR461H5
FGI,Continuing Italian ITA200Y5YLEC9101,Selepiuc,Summer,2021,48,48,5,5,5,48,28,48,,5,11,6,ITA200Y5
IMI,Essentials of Finance IMI301H5SLEC0101,Yung,Summer,2024,48,47,47,47,47,43,35,45,,43,12,6,IMI301H5
CHMPS,Exploring the Universe AST201H5SLEC0101,Luca,Summer,2024,48,48,5,46,46,47,26,46,,42,137,21,AST201H5
ICC,Communication and Advertising CCT316H5SLEC0101,Park,Summer,2024,48,45,46,48,46,44,26,44,,46,25,5,CCT316H5
ICC,Design Implem Multimedia Docs CCT305H5FLEC0102,Surlin,Summer,2024,48,48,48,48,46,48,32,46,,42,18,5,CCT305H5
UMPSY,Human Memory World within Mind PSY372H5FLEC0101,Tharmaratnam,Summer,2024,48,46,46,42,36,42,28,42,,40,36,5,PSY372H5
ANTRL,Adv Sem in Anthro of Health ANT437H5SLEC0101,Plett,Winter,2024,48,41,5,5,5,48,27,47,,48,25,6,ANT437H5
UMECO,Adv Topics in Financial Econ ECO440H5SLEC0101,Aivazian,Winter,2024,48,5,5,44,44,48,32,5,,48,13,5,ECO440H5
UMPSY,Intro to Social Psy PSY220H5SLEC0101,Urbszat,Summer,2024,48,5,5,38,38,4,3,44,,38,34,5,PSY220H5
CHMPS,Chemical Synthesis Lab II CHM395H5SPRA0101,Strautmanis,Winter,2024,48,48,48,47,48,45,35,47,,47,14,6,CHM395H5
UMBIO,Data Science in Biology BIO427H5SLEC0101,Nguyen Ba,Winter,2024,48,48,47,45,43,43,28,47,,47,21,6,BIO427H5
ANTRL,Forensic Toxicology FSC402H5SLEC0101,Woodall,Winter,2024,48,49,49,46,46,45,27,47,,46,40,18,FSC402H5
FGI,Functional FRE  Adv Beginner FSL106H5SLEC0201,Farsandaj,Winter,2024,48,47,47,48,48,45,28,46,,43,25,18,FSL106H5
FGI,Intermediate High Chinese II CHI304H5SLEC0101,Chen,Winter,2024,48,46,5,48,48,48,3,48,,46,15,5,CHI304H5
MCS,Intro Combinatorics MAT344H5SLEC0102,Pawliuk,Winter,2024,48,47,49,48,48,48,28,45,,47,72,22,MAT344H5
UMMGT,Investments MGT330H5SLEC0101,Zoican,Winter,2024,48,49,5,5,48,47,28,48,,48,36,9,MGT330H5
UMPSY,Knowledge Translation PSY401H5YLEC0101,VanderLaan,Winter,2024,48,47,47,48,48,47,3,5,,47,12,6,PSY401H5
HISCL,Intro to Greek and Roman Lit CLA207H5SLEC0101,Revermann,Winter,2024,48,47,49,47,44,44,31,44,,44,25,18,CLA207H5
HISCL,Partition  Aftermath S Asia HIS480H5SLEC0101,Kasturi,Winter,2024,48,5,48,46,48,46,32,48,,48,10,5,HIS480H5
UMPSY,PracticumExcept Human Learn PSY442Y5YLEC0101,Kamenetsky,Winter,2024,48,5,43,43,45,47,43,47,,48,19,6,PSY442Y5
ANTRL,Spec Prob Bio Anthro ANT430H5SLEC0101,Smeltzer,Winter,2024,48,49,5,49,48,48,33,46,,45,20,8,ANT430H5
UMPSY,Speech Communication JLP384H5SLEC0101,Schertz,Winter,2024,48,46,48,46,46,48,32,46,,46,12,5,JLP384H5
UMSOC,Sr Sem in Race and Ethnicity SOC419H5SLEC0101,Asefi,Winter,2024,48,5,49,48,46,48,31,49,,49,15,9,SOC419H5
ICC,Social Media  Content Crtion WRI227H5SLEC0101,Alexander,Winter,2024,48,46,49,43,45,47,27,47,,45,35,12,WRI227H5
ENGDR,Spaces of Fiction ENG388H5SLEC0101,Radovic,Winter,2024,48,47,49,45,46,46,3,46,,45,27,18,ENG388H5
ICC,Technological Entrepreneur MGD421H5SLEC0101,Mohammadi,Winter,2024,48,48,47,45,47,45,32,45,,45,68,6,MGD421H5
UMPOL,The Future of Work POL414H5SLEC0101,Nacol,Winter,2024,48,48,5,48,48,48,32,44,,46,19,5,POL414H5
ENGDR,The Performance Text DRE222H5SLEC0101,Ridley,Winter,2024,48,48,5,49,49,49,28,49,,46,31,16,DRE222H5
MCS,The Practice of Statistics II STA221H5SLEC0101,Aslemand,Winter,2024,48,48,5,48,47,47,3,45,,4,27,6,STA221H5
MCS,Topics in Mathematics MAT387H5SLEC0101,Unger,Winter,2024,48,5,48,44,48,44,28,4,,46,19,5,MAT387H5
ICC,User Exp Dsgn UXD Board Games CCT419H5SLEC0101,Szigeti,Winter,2024,48,47,49,44,43,46,32,48,,43,49,12,CCT419H5
